date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso,total_ativos,total_obitos_munres,total_obitos_munocor
2020-08-13,FEIRA DE SANTANA,7885,3,1607,9495,108,4.67,614872.0,1544.22,0.0,0.0,0.0,0.0
2020-08-13,CONCEICAO DO COITE,722,1,554,1277,6,0.63,66612.0,1917.07,0.0,0.0,0.0,0.0
2020-08-13,ITABERABA,392,27,850,1269,18,0.62,64489.0,1967.78,0.0,0.0,0.0,0.0
2020-08-13,ARACI,378,0,412,790,14,0.39,54379.0,1452.77,0.0,0.0,0.0,0.0
2020-08-13,SERRINHA,329,0,404,733,4,0.36,80861.0,906.49,0.0,0.0,0.0,0.0
2020-08-13,SAO GONCALO DOS CAMPOS,127,0,286,413,2,0.2,37550.0,1099.87,0.0,0.0,0.0,0.0
2020-08-13,CONCEICAO DO JACUIPE,348,0,51,399,0,0.2,33153.0,1203.51,0.0,0.0,0.0,0.0
2020-08-13,SANTO ESTEVAO,316,0,79,395,2,0.19,52850.0,747.4,0.0,0.0,0.0,0.0
2020-08-13,RIACHAO DO JACUIPE,109,0,228,337,1,0.17,33436.0,1007.9,0.0,0.0,0.0,0.0
2020-08-13,QUEIMADAS,81,1,240,322,0,0.16,25439.0,1265.77,0.0,0.0,0.0,0.0
2020-08-13,VALENTE,91,0,193,284,0,0.14,28473.0,997.44,0.0,0.0,0.0,0.0
2020-08-13,TUCANO,118,2,155,275,7,0.14,50687.0,542.55,0.0,0.0,0.0,0.0
2020-08-13,TANQUINHO,28,1,238,267,0,0.13,7918.0,3372.06,0.0,0.0,0.0,0.0
2020-08-13,SANTALUZ,68,0,196,264,0,0.13,37348.0,706.87,1.0,0.0,0.0,0.0
2020-08-13,IRARA,72,0,184,256,15,0.13,29034.0,881.72,0.0,0.0,0.0,0.0
2020-08-13,SANTA BARBARA,215,0,41,256,1,0.13,20791.0,1231.3,0.0,0.0,0.0,0.0
2020-08-13,IPIRA,226,0,28,254,1,0.12,59595.0,426.21,0.0,0.0,0.0,0.0
2020-08-13,AMELIA RODRIGUES,182,0,54,236,0,0.12,25102.0,940.16,0.0,0.0,0.0,0.0
2020-08-13,MACAJUBA,22,0,198,220,8,0.11,11348.0,1938.67,0.0,0.0,0.0,0.0
2020-08-13,TEOFILANDIA,65,0,146,211,0,0.1,22518.0,937.03,0.0,0.0,0.0,0.0
2020-08-13,RETIROLANDIA,134,0,74,208,0,0.1,14396.0,1444.85,0.0,0.0,0.0,0.0
2020-08-13,RUY BARBOSA,35,0,165,200,0,0.1,30814.0,649.06,0.0,0.0,0.0,0.0
2020-08-13,CORACAO DE MARIA,82,2,106,190,0,0.09,22605.0,840.52,0.0,0.0,0.0,0.0
2020-08-13,IRAQUARA,18,0,170,188,0,0.09,25216.0,745.56,1.0,0.0,0.0,0.0
2020-08-13,SERRA PRETA,77,0,110,187,0,0.09,14878.0,1256.89,0.0,0.0,0.0,0.0
2020-08-13,RAFAEL JAMBEIRO,126,1,52,179,1,0.09,22621.0,791.3,0.0,0.0,0.0,0.0
2020-08-13,MONTE SANTO,51,0,112,163,0,0.08,49418.0,329.84,0.0,0.0,0.0,0.0
2020-08-13,IACU,84,0,69,153,0,0.08,24305.0,629.5,0.0,0.0,0.0,0.0
2020-08-13,TERRA NOVA,87,1,60,148,1,0.07,13033.0,1135.58,1.0,0.0,0.0,0.0
2020-08-13,SOUTO SOARES,10,0,130,140,0,0.07,16979.0,824.55,0.0,0.0,0.0,0.0
2020-08-13,CAPELA DO ALTO ALEGRE,93,1,39,133,0,0.07,11637.0,1142.91,0.0,0.0,0.0,0.0
2020-08-13,SEABRA,68,0,60,128,6,0.06,44091.0,290.31,0.0,0.0,0.0,0.0
2020-08-13,PINTADAS,63,0,56,119,1,0.06,10437.0,1140.17,1.0,0.0,0.0,0.0
2020-08-13,CANSANCAO,31,0,84,115,0,0.06,34834.0,330.14,2.0,0.0,0.0,0.0
2020-08-13,NORDESTINA,33,1,81,115,0,0.06,13130.0,875.86,0.0,0.0,0.0,0.0
2020-08-13,EUCLIDES DA CUNHA,46,0,67,113,2,0.06,60585.0,186.51,0.0,0.0,0.0,0.0
2020-08-13,LENCOIS,10,0,96,106,1,0.05,11409.0,929.09,1.0,0.0,0.0,0.0
2020-08-13,SANTANOPOLI S,73,0,15,88,1,0.04,8943.0,984.01,0.0,0.0,0.0,0.0
2020-08-13,BARROCAS,61,0,21,82,0,0.04,15978.0,513.21,1.0,0.0,0.0,0.0
2020-08-13,IPECAETA,60,0,9,69,4,0.03,14487.0,476.29,0.0,0.0,0.0,0.0
2020-08-13,UTINGA,22,0,41,63,0,0.03,19178.0,328.5,1.0,0.0,0.0,0.0
2020-08-13,NOVA FATIMA,17,1,41,59,0,0.03,7812.0,755.25,4.0,0.0,0.0,0.0
2020-08-13,PE DE SERRA,8,0,51,59,1,0.03,13578.0,434.53,0.0,0.0,0.0,0.0
2020-08-13,ITAETE,3,0,55,58,0,0.03,16056.0,361.24,4.0,0.0,0.0,0.0
2020-08-13,LAMARAO,35,0,21,56,0,0.03,8307.0,674.13,1.0,0.0,0.0,0.0
2020-08-13,AGUA FRIA,37,0,19,56,0,0.03,16970.0,329.99,2.0,0.0,0.0,0.0
2020-08-13,BIRITINGA,28,0,26,54,7,0.03,15979.0,337.94,0.0,0.0,0.0,0.0
2020-08-13,ANGUERA,48,0,4,52,0,0.03,11221.0,463.42,1.0,0.0,0.0,0.0
2020-08-13,MUCUGE,15,3,31,49,0,0.02,9062.0,540.72,0.0,0.0,0.0,0.0
2020-08-13,TEODORO SAMPAIO,28,0,16,44,0,0.02,7425.0,592.59,0.0,0.0,0.0,0.0
2020-08-13,CANDEAL,34,0,9,43,0,0.02,8258.0,520.71,1.0,0.0,0.0,0.0
2020-08-13,MUNDO NOVO,13,0,27,40,0,0.02,26776.0,149.39,1.0,0.0,0.0,0.0
2020-08-13,ANTONIO CARDOSO,30,0,10,40,1,0.02,11683.0,342.38,7.0,0.0,0.0,0.0
2020-08-13,QUIJINGUE,15,0,24,39,1,0.02,27580.0,141.41,1.0,0.0,0.0,0.0
2020-08-13,MARCIONILIO SOUZA,29,0,5,34,0,0.02,10406.0,326.73,0.0,0.0,0.0,0.0
2020-08-13,BONITO,22,0,10,32,0,0.02,16764.0,190.89,4.0,0.0,0.0,0.0
2020-08-13,ANDARAI,10,1,15,26,0,0.01,13143.0,197.82,1.0,0.0,0.0,0.0
2020-08-13,BOA VISTA DO TUPIM,5,0,19,24,2,0.01,18576.0,129.2,6.0,0.0,0.0,0.0
2020-08-13,SAO DOMINGOS,19,0,4,23,0,0.01,9058.0,253.92,1.0,0.0,0.0,0.0
2020-08-13,NOVA REDENCAO,4,0,18,22,3,0.01,9118.0,241.28,0.0,0.0,0.0,0.0
2020-08-13,PALMEIRAS,1,0,17,18,0,0.01,9019.0,199.58,1.0,0.0,0.0,0.0
2020-08-13,ABAIRA,4,3,9,16,0,0.01,8739.0,183.09,1.0,0.0,0.0,0.0
2020-08-13,PIATA,4,0,11,15,0,0.01,17123.0,87.6,5.0,0.0,0.0,0.0
2020-08-13,LAJEDINHO,1,0,13,14,2,0.01,3783.0,370.08,0.0,0.0,0.0,0.0
2020-08-13,BAIXA GRANDE,9,0,4,13,0,0.01,20468.0,63.51,1.0,0.0,0.0,0.0
2020-08-13,IBITIARA,3,0,7,10,0,0.0,16339.0,61.2,16.0,0.0,0.0,0.0
2020-08-13,BONINAL,0,0,7,7,0,0.0,14368.0,48.72,8.0,0.0,0.0,0.0
2020-08-13,WAGNER,1,0,5,6,1,0.0,9345.0,64.21,0.0,0.0,0.0,0.0
2020-08-13,ICHU,4,0,2,6,1,0.0,6206.0,96.68,1.0,0.0,0.0,0.0
2020-08-13,IBIQUERA,2,0,0,2,0,0.0,4044.0,49.46,21.0,0.0,0.0,0.0
2020-08-13,GAVIAO,1,0,1,2,0,0.0,4463.0,44.81,2.0,0.0,0.0,0.0
2020-08-13,TOTAL,13468,49,8242,21759,223,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-13,IRECE,364,1,338,703,11,0.35,72967.0,963.45,0.0,0.0,0.0,0.0
2020-08-13,CAPIM GROSSO,214,0,425,639,38,0.31,30662.0,2084.01,0.0,0.0,0.0,0.0
2020-08-13,JACOBINA,90,0,301,391,19,0.19,80518.0,485.61,0.0,0.0,0.0,0.0
2020-08-13,VARZEA DA ROCA,43,0,169,212,9,0.1,14104.0,1503.12,0.0,0.0,0.0,0.0
2020-08-13,JOAO DOURADO,16,0,177,193,0,0.09,25188.0,766.24,0.0,0.0,0.0,0.0
2020-08-13,GENTIO DO OURO,5,0,166,171,0,0.08,11233.0,1522.3,1.0,0.0,0.0,0.0
2020-08-13,UMBURANAS,15,2,149,166,2,0.08,19222.0,863.59,0.0,0.0,0.0,0.0
2020-08-13,OUROLANDIA,12,1,128,141,1,0.07,17451.0,807.98,0.0,0.0,0.0,0.0
2020-08-13,SERROLANDIA,18,2,110,130,0,0.06,13397.0,970.37,0.0,0.0,0.0,0.0
2020-08-13,CAFARNAUM,6,0,119,125,1,0.06,18437.0,677.98,0.0,0.0,0.0,0.0
2020-08-13,MAIRI,59,0,63,122,1,0.06,18676.0,653.24,1.0,0.0,0.0,0.0
2020-08-13,LAPAO,66,1,54,121,0,0.06,27223.0,444.48,0.0,0.0,0.0,0.0
2020-08-13,CALDEIRAO GRANDE,5,0,105,110,0,0.05,13327.0,825.39,4.0,0.0,0.0,0.0
2020-08-13,AMERICA DOURADA,6,0,84,90,0,0.04,16094.0,559.21,15.0,0.0,0.0,0.0
2020-08-13,PRESIDENTE DUTRA,25,0,64,89,1,0.04,15142.0,587.77,0.0,0.0,0.0,0.0
2020-08-13,MORRO DO CHAPEU,19,0,68,87,2,0.04,35413.0,245.67,0.0,0.0,0.0,0.0
2020-08-13,XIQUE-XIQUE,27,0,48,75,0,0.04,46483.0,161.35,1.0,0.0,0.0,0.0
2020-08-13,TAPIRAMUTA,24,0,49,73,1,0.04,17010.0,429.16,1.0,0.0,0.0,0.0
2020-08-13,CANARANA,22,0,50,72,0,0.04,26176.0,275.06,0.0,0.0,0.0,0.0
2020-08-13,VARZEA NOVA,20,0,48,68,0,0.03,12697.0,535.56,1.0,0.0,0.0,0.0
2020-08-13,SAO GABRIEL,7,0,56,63,1,0.03,18793.0,335.23,1.0,0.0,0.0,0.0
2020-08-13,SAO JOSE DO JACUIPE,5,0,57,62,0,0.03,10462.0,592.62,0.0,0.0,0.0,0.0
2020-08-13,MIGUEL CALMON,18,0,44,62,0,0.03,26023.0,238.25,0.0,0.0,0.0,0.0
2020-08-13,CAEM,8,0,51,59,2,0.03,9213.0,640.4,41.0,0.0,0.0,0.0
2020-08-13,IBITITA,49,0,3,52,1,0.03,17113.0,303.86,0.0,0.0,0.0,0.0
2020-08-13,QUIXABEIRA,26,0,22,48,5,0.02,8972.0,535.0,1.0,0.0,0.0,0.0
2020-08-13,MIRANGABA,19,0,21,40,0,0.02,18338.0,218.13,0.0,0.0,0.0,0.0
2020-08-13,JUSSARA,11,0,20,31,0,0.02,15284.0,202.83,0.0,0.0,0.0,0.0
2020-08-13,PIRITIBA,13,0,14,27,1,0.01,24755.0,109.07,7.0,0.0,0.0,0.0
2020-08-13,CENTRAL,7,0,11,18,0,0.01,17266.0,104.25,1.0,0.0,0.0,0.0
2020-08-13,MULUNGU DO MORRO,6,0,10,16,0,0.01,10889.0,146.94,3.0,0.0,0.0,0.0
