date,municipio,confirmados_laboratorial,confirmados_clinico_epidemiologico,confirmados_teste_rapido,total_confirmados,aguardando_validacao_dos_municipios,porcentagem,populacao,coef_incidencia_100k_hab,qtd_dias_ultimo_caso
2020-07-06,FEIRA DE SANTANA,3731,4,512,4247,30,4.85,614872,690.71,0
2020-07-06,ITABERABA,78,7,225,310,1,0.35,64489,480.70,1
2020-07-06,ARACI,74,0,229,303,1,0.35,54379,557.20,0
2020-07-06,SERRINHA,155,3,128,286,0,0.33,80861,353.69,0
2020-07-06,CONCEICAO DO COITE,149,1,120,270,1,0.31,66612,405.33,0
2020-07-06,VALENTE,83,0,145,228,0,0.26,28473,800.76,0
2020-07-06,CONCEICAO DO JACUIPE,147,0,38,185,1,0.21,33153,558.02,0
2020-07-06,SAO GONCALO DOS CAMPOS,55,0,130,185,0,0.21,37550,492.68,0
2020-07-06,SANTA BARBARA,155,0,18,173,4,0.20,20791,832.09,0
2020-07-06,TEOFILANDIA,33,0,118,151,0,0.17,22518,670.57,0
2020-07-06,RUY BARBOSA,19,0,91,110,0,0.13,30814,356.98,1
2020-07-06,AMELIA RODRIGUES,80,0,30,110,1,0.13,25102,438.21,0
2020-07-06,RIACHAO DO JACUIPE,31,0,75,106,1,0.12,33436,317.02,0
2020-07-06,MONTE SANTO,36,0,51,87,3,0.10,49418,176.05,0
2020-07-06,SANTALUZ,25,0,61,86,1,0.10,37348,230.27,0
2020-07-06,PINTADAS,41,0,42,83,0,0.09,10437,795.25,2
2020-07-06,IPIRA,74,0,9,83,1,0.09,59595,139.27,0
2020-07-06,QUEIMADAS,54,0,26,80,0,0.09,25439,314.48,0
2020-07-06,IRAQUARA,4,0,75,79,0,0.09,25216,313.29,1
2020-07-06,TERRA NOVA,60,1,14,75,0,0.09,13033,575.46,0
2020-07-06,RETIROLANDIA,31,0,39,70,0,0.08,14396,486.25,1
2020-07-06,RAFAEL JAMBEIRO,53,0,16,69,0,0.08,22621,305.03,1
2020-07-06,CANSANCAO,24,1,41,66,0,0.08,34834,189.47,0
2020-07-06,SOUTO SOARES,4,0,60,64,9,0.07,16979,376.94,0
2020-07-06,CORACAO DE MARIA,32,2,26,60,0,0.07,22605,265.43,0
2020-07-06,NORDESTINA,14,1,45,60,3,0.07,13130,456.97,0
2020-07-06,SANTO ESTEVAO,32,0,22,54,0,0.06,52850,102.18,0
2020-07-06,ITAETE,1,0,49,50,0,0.06,16056,311.41,1
2020-07-06,TUCANO,14,0,33,47,3,0.05,50687,92.73,0
2020-07-06,IACU,30,0,17,47,0,0.05,24305,193.38,0
2020-07-06,SERRA PRETA,24,0,15,39,0,0.04,14878,262.13,1
2020-07-06,BARROCAS,19,1,18,38,0,0.04,15978,237.83,2
2020-07-06,TANQUINHO,13,0,23,36,0,0.04,7918,454.66,4
2020-07-06,CAPELA DO ALTO ALEGRE,32,0,4,36,0,0.04,11637,309.36,0
2020-07-06,AGUA FRIA,26,4,5,35,0,0.04,16970,206.25,2
2020-07-06,EUCLIDES DA CUNHA,19,0,13,32,0,0.04,60585,52.82,0
2020-07-06,LAMARAO,14,3,15,32,2,0.04,8307,385.22,0
2020-07-06,SANTANOPOLI S,30,0,1,31,0,0.04,8943,346.64,2
2020-07-06,ANGUERA,29,0,0,29,0,0.03,11221,258.44,1
2020-07-06,IRARA,21,0,7,28,0,0.03,29034,96.44,6
2020-07-06,PE DE SERRA,4,0,22,26,0,0.03,13578,191.49,1
2020-07-06,SEABRA,10,0,14,24,0,0.03,44091,54.43,8
2020-07-06,CANDEAL,18,0,3,21,0,0.02,8258,254.30,0
2020-07-06,TEODORO SAMPAIO,12,0,8,20,0,0.02,7425,269.36,0
2020-07-06,QUIJINGUE,9,0,9,18,0,0.02,27580,65.26,9
2020-07-06,ANTONIO CARDOSO,7,0,6,13,1,0.01,11683,111.27,0
2020-07-06,MUCUGE,4,3,5,12,1,0.01,9062,132.42,4
2020-07-06,IPECAETA,7,0,3,10,0,0.01,14487,69.03,0
2020-07-06,IBITIARA,2,0,8,10,0,0.01,16339,61.20,2
2020-07-06,MACAJUBA,9,0,0,9,0,0.01,11348,79.31,9
2020-07-06,PIATA,1,0,7,8,0,0.01,17123,46.72,1
2020-07-06,MARCIONILIO SOUZA,5,0,2,7,0,0.01,10406,67.27,25
2020-07-06,UTINGA,3,0,4,7,0,0.01,19178,36.50,0
2020-07-06,SAO DOMINGOS,5,0,1,6,0,0.01,9058,66.24,20
2020-07-06,BOA VISTA DO TUPIM,4,0,2,6,0,0.01,18576,32.30,9
2020-07-06,PALMEIRAS,1,0,4,5,0,0.01,9019,55.44,1
2020-07-06,NOVA FATIMA,5,0,0,5,0,0.01,7812,64.00,29
2020-07-06,ANDARAI,2,0,3,5,0,0.01,13143,38.04,6
2020-07-06,ABAIRA,3,2,0,5,0,0.01,8739,57.21,8
2020-07-06,BONINAL,0,0,4,4,0,0.00,14368,27.84,9
2020-07-06,NOVA REDENCAO,2,0,1,3,0,0.00,9118,32.90,9
2020-07-06,BAIXA GRANDE,2,0,0,2,0,0.00,20468,9.77,9
2020-07-06,BIRITINGA,1,0,1,2,0,0.00,15979,12.52,1
2020-07-06,ICHU,2,0,0,2,0,0.00,6206,32.23,8
2020-07-06,MUNDO NOVO,1,0,0,1,0,0.00,26776,3.73,13
2020-07-06,WAGNER,0,0,1,1,0,0.00,9345,10.70,6
2020-07-06,TOTAL,5665,33,2694,8392,64,10
2020-07-06,CAPIM GROSSO,12,1,146,159,0,0.18,30662,518.56,0
2020-07-06,JACOBINA,29,1,112,142,1,0.16,80518,176.36,1
2020-07-06,IRECE,23,2,110,135,0,0.15,72967,185.02,0
2020-07-06,JOAO DOURADO,6,0,103,109,0,0.12,25188,432.75,1
2020-07-06,UMBURANAS,8,2,75,85,0,0.10,19222,442.20,1
2020-07-06,MAIRI,27,0,46,73,0,0.08,18676,390.88,0
2020-07-06,PRESIDENTE DUTRA,4,0,54,58,0,0.07,15142,383.04,1
2020-07-06,CALDEIRAO GRANDE,4,0,49,53,0,0.06,13327,397.69,0
2020-07-06,AMERICA DOURADA,0,0,50,50,0,0.06,16094,310.67,1
2020-07-06,GENTIO DO OURO,1,0,43,44,0,0.05,11233,391.70,1
2020-07-06,XIQUE-XIQUE,6,2,30,38,0,0.04,46483,81.75,5
2020-07-06,LAPAO,8,1,26,35,0,0.04,27223,128.57,0
2020-07-06,CANARANA,11,0,20,31,0,0.04,26176,118.43,0
2020-07-06,CAEM,6,0,23,29,0,0.03,9213,314.77,3
2020-07-06,VARZEA NOVA,5,0,23,28,0,0.03,12697,220.52,1
2020-07-06,SERROLANDIA,5,3,18,26,0,0.03,13397,194.07,2
2020-07-06,MIGUEL CALMON,6,0,16,22,0,0.03,26023,84.54,2
2020-07-06,OUROLANDIA,2,0,17,19,0,0.02,17451,108.88,0
2020-07-06,JUSSARA,0,0,12,12,0,0.01,15284,78.51,1
2020-07-06,QUIXABEIRA,5,1,5,11,0,0.01,8972,122.60,5
2020-07-06,MORRO DO CHAPEU,5,0,6,11,0,0.01,35413,31.06,2
2020-07-06,MULUNGU DO MORRO,3,0,7,10,1,0.01,10889,91.84,0
2020-07-06,TAPIRAMUTA,6,0,3,9,0,0.01,17010,52.91,0
2020-07-06,IBIPEBA,0,0,7,7,0,0.01,18211,38.44,4
2020-07-06,UIBAI,1,0,5,6,0,0.01,13887,43.21,2
2020-07-06,MIRANGABA,1,0,5,6,0,0.01,18338,32.72,0
2020-07-06,SAO JOSE DO JACUIPE,2,0,3,5,0,0.01,10462,47.79,4
2020-07-06,PIRITIBA,2,0,3,5,0,0.01,24755,20.20,7
2020-07-06,SAO GABRIEL,1,0,3,4,0,0.00,18793,21.28,20
2020-07-06,ITAGUACU DA BAHIA,0,0,4,4,0,0.00,14429,27.72,2
2020-07-06,VARZEA DA ROCA,3,0,1,4,0,0.00,14104,28.36,22
2020-07-06,CAFARNAUM,0,0,3,3,0,0.00,18437,16.27,8
2020-07-06,BARRA DO MENDES,1,0,2,3,0,0.00,13865,21.64,9
2020-07-06,BARRO ALTO,0,0,1,1,0,0.00,14931,6.70,2
2020-07-06,TOTAL,193,13,1031,1237,2,1
2020-07-06,TEIXEIRA DE FREITAS,297,17,1248,1562,6,1.78,160487,973.29,0
2020-07-06,EUNAPOLIS,174,64,533,771,0,0.88,113380,680.01,0
2020-07-06,PORTO SEGURO,258,0,410,668,1,0.76,148686,449.27,0
2020-07-06,ITAMARAJU,66,37,558,661,0,0.75,64486,1025.03,0
2020-07-06,MUCURI,21,6,150,177,0,0.20,41748,423.97,0
2020-07-06,NOVA VICOSA,62,7,104,173,0,0.20,43376,398.84,0
2020-07-06,PRADO,39,9,95,143,1,0.16,28174,507.56,0
2020-07-06,SANTA CRUZ CABRALIA,77,0,55,132,6,0.15,27778,475.20,0
2020-07-06,MEDEIROS NETO,12,23,91,126,0,0.14,22688,555.36,0
2020-07-06,ITANHEM,17,15,77,109,1,0.12,19405,561.71,0
2020-07-06,BELMONTE,35,0,70,105,0,0.12,23328,450.10,0
2020-07-06,ITABELA,54,1,40,95,0,0.11,30584,310.62,0
2020-07-06,ALCOBACA,4,11,75,90,0,0.10,22470,400.53,1
2020-07-06,ITAPEBI,69,0,11,80,0,0.09,10259,779.80,0
2020-07-06,CARAVELAS,30,8,31,69,0,0.08,22016,313.41,0
2020-07-06,GUARATINGA,41,6,18,65,0,0.07,20843,311.86,0
2020-07-06,IBIRAPUA,14,0,47,61,0,0.07,8637,706.26,1
2020-07-06,VEREDA,34,0,10,44,1,0.05,6205,709.11,0
2020-07-06,ITAGIMIRIM,6,0,3,9,0,0.01,6869,131.02,1
2020-07-06,LAJEDAO,5,0,3,8,0,0.01,3955,202.28,11
2020-07-06,JUCURUCU,2,0,4,6,0,0.01,9126,65.75,0
2020-07-06,TOTAL,1317,204,3633,5154,16,6
2020-07-06,SALVADOR,33072,738,4885,38695,37,44.17,2872347,1347.16,0
2020-07-06,LAURO DE FREITAS,1582,14,1197,2793,115,3.19,198440,1407.48,0
2020-07-06,CAMACARI,1113,107,554,1774,4,2.03,299132,593.05,0
2020-07-06,SIMOES FILHO,468,10,551,1029,11,1.17,134377,765.76,0
2020-07-06,CANDEIAS,327,126,362,815,5,0.93,87076,935.96,0
2020-07-06,SANTO ANTONIO DE JESUS,358,2,211,571,8,0.65,101512,562.50,0
2020-07-06,DIAS DAVILA,278,38,191,507,2,0.58,81089,625.24,0
2020-07-06,SAO FRANCISCO DO CONDE,114,1,175,290,2,0.33,39802,728.61,0
2020-07-06,MADRE DE DEUS,148,1,125,274,7,0.31,21093,1299.01,0
2020-07-06,POJUCA,117,1,151,269,3,0.31,39519,680.69,0
2020-07-06,SAO SEBASTIAO DO PASSE,91,0,172,263,2,0.30,44300,593.68,1
2020-07-06,SANTO AMARO,221,0,40,261,2,0.30,60069,434.50,0
2020-07-06,MATA DE SAO JOAO,149,8,28,185,0,0.21,46583,397.14,0
2020-07-06,PRESIDENTE TANCREDO NEVES,32,1,126,159,3,0.18,27719,573.61,0
2020-07-06,CONCEICAO DA FEIRA,53,0,102,155,1,0.18,22581,686.42,0
2020-07-06,CRUZ DAS ALMAS,95,0,32,127,9,0.14,63239,200.83,1
